"","term","type","polarity","polarity_revision"
"14607","esperdicador","adj",1,"A"
"14608","esperdicante","adj",1,"A"
"14609","esperdicar","vb",-1,"A"
"14610","esperta","adj",1,"M"
"14611","espertalhao","adj",-1,"M"
"14612","espertalhoes","adj",-1,"M"
"14613","espertalhona","adj",-1,"M"
"14614","espertalhonas","adj",-1,"M"
"14615","espertar","vb",0,"A"
"14616","espertas","adj",1,"M"
"14617","espertissima","adj",1,"M"
"14618","espertissimas","adj",1,"M"
"14619","espertissimo","adj",1,"M"
"14620","espertissimos","adj",1,"M"
"14621","esperto","adj",1,"M"
"14622","espertos","adj",1,"M"
"14623","espetacular","adj",0,"M"
"14624","espetaculares","adj",0,"M"
"14625","espetaculosa","adj",0,"A"
"14626","espetaculosas","adj",0,"A"
"14627","espetaculoso","adj",1,"A"
"14628","espetaculosos","adj",0,"A"
"14629","espetada","adj",-1,"A"
"14630","espetadas","adj",-1,"A"
"14631","espetado","adj",-1,"A"
"14632","espetados","adj",-1,"A"
"14633","espetar","vb",0,"A"
"14634","espevitada","adj",0,"A"
"14635","espevitadas","adj",0,"A"
"14636","espevitado","adj",0,"A"
"14637","espevitados","adj",0,"A"
"14638","espevitar","vb",0,"A"
"14639","espezinhada","adj",-1,"A"
"14640","espezinhadas","adj",-1,"A"
"14641","espezinhado","adj",-1,"A"
"14642","espezinhados","adj",-1,"A"
"14643","espezinhar","vb",-1,"A"
"14644","espiar","vb",0,"A"
"14645","espicacar","vb",-1,"A"
"14646","espichar","vb",0,"A"
"14647","espicular","vb",1,"A"
"14648","espigada","adj",0,"A"
"14649","espigadas","adj",0,"A"
"14650","espigado","adj",0,"A"
"14651","espigados","adj",0,"A"
"14652","espigadota","adj",0,"A"
"14653","espigadotas","adj",0,"A"
"14654","espigadote","adj",0,"A"
"14655","espigadotes","adj",0,"A"
"14656","espigaitado","adj",1,"A"
"14657","espigar","vb",1,"A"
"14658","espinhar","vb",-1,"A"
"14659","espinhenta","adj",-1,"A"
"14660","espinhentas","adj",-1,"A"
"14661","espinhento","adj",-1,"A"
"14662","espinhentos","adj",-1,"A"
"14663","espinhosa","adj",-1,"A"
"14664","espinhosas","adj",-1,"A"
"14665","espinhoso","adj",-1,"A"
"14666","espinhosos","adj",-1,"A"
"14667","espiolhar","vb",0,"A"
"14668","espionar","vb",0,"A"
"14669","espipar","vb",0,"A"
"14670","espiralar","vb",1,"A"
"14671","espirar","vb",0,"A"
"14672","espirita","adj",0,"M"
"14673","espiritar","vb",1,"A"
"14674","espiritas","adj",0,"M"
"14675","espiritista","adj",0,"A"
"14676","espiritistas","adj",0,"A"
"14677","espirituais","adj",0,"M"
"14678","espiritual","adj",0,"M"
"14679","espiritualista","adj",0,"A"
"14680","espiritualistas","adj",0,"A"
"14681","espirituosa","adj",1,"A"
"14682","espirituosas","adj",1,"A"
"14683","espirituoso","adj",1,"A"
"14684","espirituosos","adj",1,"A"
"14685","esplandecer","vb",0,"A"
"14686","esplendecer","vb",0,"A"
"14687","esplendente","adj",1,"A"
"14688","esplendentes","adj",1,"A"
"14689","esplender","vb",0,"A"
"14690","esplendida","adj",1,"M"
"14691","esplendidas","adj",1,"M"
"14692","esplendidissima","adj",1,"A"
"14693","esplendidissimas","adj",1,"A"
"14694","esplendidissimo","adj",1,"A"
"14695","esplendidissimos","adj",1,"A"
"14696","esplendido","adj",1,"M"
"14697","esplendidos","adj",1,"M"
"14698","esplendissima","adj",1,"A"
"14699","esplendissimas","adj",1,"A"
"14700","esplendissimo","adj",1,"A"
"14701","esplendissimos","adj",1,"A"
"14702","esplendor","adj",1,"A"
"14703","esplendorar","vb",0,"A"
"14704","esplendorosa","adj",1,"A"
"14705","esplendorosas","adj",1,"A"
"14706","esplendoroso","adj",1,"A"
"14707","esplendorosos","adj",1,"A"
"14708","espoliada","adj",0,"A"
"14709","espoliadas","adj",0,"A"
"14710","espoliado","adj",0,"A"
"14711","espoliados","adj",0,"A"
"14712","espoliar","vb",0,"A"
"14713","esponjar","vb",0,"A"
"14714","espontanea","adj",1,"M"
"14715","espontaneas","adj",1,"M"
"14716","espontaneo","adj",1,"M"
"14717","espontaneos","adj",1,"M"
"14718","espontar","vb",1,"A"
"14719","espontear","vb",1,"A"
"14720","esporadico","adj",1,"A"
"14721","esporadicos","adj",1,"A"
"14722","esporar","vb",0,"A"
"14723","esporear","vb",0,"A"
"14724","esposar","vb",1,"A"
"14725","esposar-se","vb",1,"A"
"14726","espostejar","vb",0,"A"
"14727","espraiar","vb",1,"A"
"14728","espreguicar","vb",1,"A"
"14729","espreitar","vb",1,"A"
"14730","espremer","vb",0,"A"
"14731","espremida","adj",-1,"A"
"14732","espremidas","adj",-1,"A"
"14733","espremido","adj",-1,"A"
"14734","espremidos","adj",-1,"A"
"14735","espumante","adj",1,"A"
"14736","espurco","adj",-1,"A"
"14737","espuria","adj",-1,"A"
"14738","espurias","adj",-1,"A"
"14739","espurio","adj",-1,"A"
"14740","espurios","adj",-1,"A"
"14741","esquadrilhar","vb",-1,"A"
"14742","esquadrinhar","vb",1,"A"
"14743","esqualida","adj",-1,"M"
"14744","esqualidas","adj",-1,"M"
"14745","esqualido","adj",-1,"M"
"14746","esqualidos","adj",-1,"M"
"14747","esquartejar","vb",1,"A"
"14748","esquecedica","adj",-1,"A"
"14749","esquecedicas","adj",-1,"A"
"14750","esquecedico","adj",-1,"A"
"14751","esquecedicos","adj",-1,"A"
"14752","esquecer","vb",1,"A"
"14753","esquecer-se","vb",1,"A"
"14754","esquecida","adj",-1,"A"
"14755","esquecidas","adj",-1,"A"
"14756","esquecido","adj",-1,"A"
"14757","esquecidos","adj",-1,"A"
"14758","esqueciveis","adj",-1,"M"
"14759","esquecivel","adj",-1,"M"
"14760","esqueletica","adj",-1,"A"
"14761","esqueleticas","adj",-1,"A"
"14762","esqueletico","adj",-1,"A"
"14763","esqueleticos","adj",-1,"A"
"14764","esquematico","adj",1,"A"
"14765","esquentada","adj",-1,"A"
"14766","esquentadas","adj",-1,"A"
"14767","esquentado","adj",-1,"A"
"14768","esquentados","adj",-1,"A"
"14769","esquentar","vb",-1,"A"
"14770","esquentar-se","vb",1,"A"
"14771","esquerda","adj",0,"A"
"14772","esquerdas","adj",0,"A"
"14773","esquerdina","adj",0,"A"
"14774","esquerdinas","adj",0,"A"
"14775","esquerdino","adj",0,"A"
"14776","esquerdinos","adj",0,"A"
"14777","esquerdista","adj",0,"A"
"14778","esquerdistas","adj",1,"A"
"14779","esquerdo","adj",0,"A"
"14780","esquerdoide","adj",-1,"A"
"14781","esquerdoides","adj",-1,"A"
"14782","esquerdos","adj",0,"A"
"14783","esquinada","adj",-1,"A"
"14784","esquinadas","adj",-1,"A"
"14785","esquinado","adj",-1,"A"
"14786","esquinados","adj",-1,"A"
"14787","esquipado","adj",1,"A"
"14788","esquipatico","adj",1,"A"
"14789","esquisita","adj",1,"A"
"14790","esquisitas","adj",-1,"A"
"14791","esquisito","adj",-1,"A"
"14792","esquisitos","adj",-1,"A"
"14793","esquiva","adj",-1,"A"
"14794","esquivar","vb",1,"A"
"14795","esquivas","adj",-1,"A"
"14796","esquivo","adj",-1,"A"
"14797","esquivos","adj",-1,"A"
"14798","esquizofrenica","adj",-1,"A"
"14799","esquizofrenicas","adj",-1,"A"
"14800","esquizofrenico","adj",-1,"A"
"14801","esquizofrenicos","adj",-1,"A"
"14802","esquizoide","adj",-1,"A"
"14803","esquizoides","adj",-1,"A"
"14804","essenia","adj",0,"A"
"14805","essenias","adj",0,"A"
"14806","essenio","adj",0,"A"
"14807","essenios","adj",0,"A"
"14808","estabalhoado","adj",-1,"A"
"14809","estabanada","adj",-1,"A"
"14810","estabanadas","adj",-1,"A"
"14811","estabanado","adj",-1,"A"
"14812","estabanados","adj",-1,"A"
"14813","estabelecer","vb",0,"A"
"14814","estabelecer-se","vb",0,"A"
"14815","estabelecida","adj",-1,"A"
"14816","estabelecidas","adj",-1,"A"
"14817","estabelecido","adj",-1,"A"
"14818","estabelecidos","adj",-1,"A"
"14819","estabilizar","vb",0,"A"
"14820","estacada","adj",-1,"A"
"14821","estacadas","adj",-1,"A"
"14822","estacado","adj",-1,"A"
"14823","estacados","adj",-1,"A"
"14824","estacar","vb",0,"A"
"14825","estacionada","adj",-1,"A"
"14826","estacionadas","adj",-1,"A"
"14827","estacionado","adj",-1,"A"
"14828","estacionados","adj",-1,"A"
"14829","estacionar","vb",0,"A"
"14830","estadear","vb",0,"A"
"14831","estadear-se","vb",1,"A"
"14832","estadista","adj",1,"A"
"14833","estafada","adj",-1,"A"
"14834","estafadas","adj",-1,"A"
"14835","estafado","adj",-1,"A"
"14836","estafados","adj",-1,"A"
"14837","estafante","adj",-1,"A"
"14838","estafar","vb",-1,"A"
"14839","estagnada","adj",-1,"A"
"14840","estagnadas","adj",-1,"A"
"14841","estagnado","adj",-1,"A"
"14842","estagnados","adj",-1,"A"
"14843","estagnar","vb",0,"A"
"14844","estalada","adj",-1,"A"
"14845","estaladas","adj",-1,"A"
"14846","estalado","adj",-1,"A"
"14847","estalados","adj",-1,"A"
"14848","estalar","vb",0,"A"
"14849","estalicar","vb",0,"A"
"14850","estalinista","adj",0,"A"
"14851","estalinistas","adj",0,"A"
"14852","estampada","adj",-1,"A"
"14853","estampadas","adj",-1,"A"
"14854","estampado","adj",-1,"A"
"14855","estampados","adj",-1,"A"
"14856","estampar","vb",1,"A"
"14857","estancada","adj",-1,"A"
"14858","estancadas","adj",-1,"A"
"14859","estancado","adj",-1,"A"
"14860","estancados","adj",-1,"A"
"14861","estancar","vb",0,"A"
"14862","estanciar","vb",1,"A"
"14863","estanhada","adj",-1,"A"
"14864","estanhadas","adj",-1,"A"
"14865","estanhado","adj",-1,"A"
"14866","estanhados","adj",-1,"A"
"14867","estapafurdia","adj",-1,"A"
"14868","estapafurdias","adj",-1,"A"
"14869","estapafurdico","adj",1,"A"
"14870","estapafurdio","adj",-1,"A"
"14871","estapafurdios","adj",-1,"A"
"14872","estaquear","vb",-1,"A"
"14873","estar","vb",1,"A"
"14874","estar aliviado","vb adj",1,"A"
"14875","estar ausente","vb adj",1,"A"
"14876","estar casado","vb adj",1,"A"
"14877","estar com=vontade","vb adv",-1,"A"
"14878","estar de=acordo","vb adv",-1,"A"
"14879","estar de=volta","vb adv",1,"A"
"14880","estar em=vigor","vb adj",1,"A"
"14881","estar magoado","vb adj",1,"A"
"14882","estarola","adj",-1,"A"
"14883","estarolas","adj",-1,"A"
"14884","estarrecer","vb",1,"A"
"14885","estarrecida","adj",-1,"A"
"14886","estarrecidas","adj",-1,"A"
"14887","estarrecido","adj",-1,"A"
"14888","estarrecidos","adj",-1,"A"
"14889","estatais","adj",0,"M"
"14890","estatal","adj",0,"M"
"14891","estatelada","adj",-1,"A"
"14892","estateladas","adj",-1,"A"
"14893","estatelado","adj",-1,"A"
"14894","estatelados","adj",-1,"A"
"14895","estatelar","vb",1,"A"
"14896","estatica","adj",1,"A"
"14897","estaticas","adj",0,"A"
"14898","estatico","adj",0,"A"
"14899","estaticos","adj",0,"A"
"14900","estatuir","vb",1,"A"
"14901","estavanada","adj",-1,"A"
"14902","estavanadas","adj",-1,"A"
"14903","estavanado","adj",-1,"A"
"14904","estavanados","adj",-1,"A"
"14905","estaveis","adj",1,"A"
"14906","estavel","adj",1,"A"
"14907","estear","vb",1,"A"
"14908","estear-se","vb",1,"A"
"14909","estelante","adj",1,"A"
"14910","estelar","adj",0,"M"
"14911","estelares","adj",0,"M"
"14912","estender","vb",-1,"A"
"14913","estender-se","vb",0,"A"
"14914","estendida","adj",-1,"A"
"14915","estendidas","adj",-1,"A"
"14916","estendido","adj",-1,"A"
"14917","estendidos","adj",-1,"A"
"14918","estentorea","adj",0,"A"
"14919","estentoreas","adj",0,"A"
"14920","estentoreo","adj",0,"A"
"14921","estentoreos","adj",0,"A"
"14922","estentorica","adj",0,"A"
"14923","estentoricas","adj",0,"A"
"14924","estentorico","adj",0,"A"
"14925","estentoricos","adj",0,"A"
"14926","estercar","vb",0,"A"
"14927","estereis","adj",-1,"A"
"14928","estereo","adj",1,"A"
"14929","estereoscopica","adj",0,"M"
"14930","estereoscopicas","adj",0,"M"
"14931","estereoscopico","adj",0,"M"
"14932","estereoscopicos","adj",0,"M"
"14933","estereotipada","adj",-1,"A"
"14934","estereotipadas","adj",-1,"A"
"14935","estereotipado","adj",1,"A"
"14936","estereotipados","adj",-1,"A"
"14937","estereotipo","adj",1,"A"
"14938","esteril","adj",-1,"A"
"14939","esterilecer","vb",1,"A"
"14940","esterilizar","vb",1,"A"
"14941","esterrecer","vb",1,"A"
"14942","estertorar","vb",-1,"A"
"14943","estetica","adj",1,"M"
"14944","esteticas","adj",1,"M"
"14945","estetico","adj",1,"M"
"14946","esteticos","adj",1,"M"
"14947","estiar-se","vb",1,"A"
"14948","esticada","adj",-1,"A"
"14949","esticadas","adj",-1,"A"
"14950","esticado","adj",-1,"A"
"14951","esticados","adj",-1,"A"
"14952","esticar","vb",0,"A"
"14953","estigmar","vb",1,"A"
"14954","estigmatizada","adj",-1,"A"
"14955","estigmatizadas","adj",-1,"A"
"14956","estigmatizado","adj",-1,"A"
"14957","estigmatizados","adj",-1,"A"
"14958","estilar","vb",-1,"A"
"14959","estiletear","vb",-1,"A"
"14960","estilhacada","adj",0,"A"
"14961","estilhacadas","adj",0,"A"
"14962","estilhacado","adj",0,"A"
"14963","estilhacados","adj",0,"A"
"14964","estilhacar","vb",0,"A"
"14965","estilhar","vb",0,"A"
"14966","estilizada","adj",-1,"A"
"14967","estilizadas","adj",-1,"A"
"14968","estilizado","adj",-1,"A"
"14969","estilizados","adj",-1,"A"
"14970","estilizar","vb",0,"A"
"14971","estilosa","adj",-1,"A"
"14972","estilosas","adj",-1,"A"
"14973","estiloso","adj",-1,"A"
"14974","estilosos","adj",-1,"A"
"14975","estimada","adj",1,"A"
"14976","estimadas","adj",1,"A"
"14977","estimado","adj",1,"A"
"14978","estimados","adj",1,"A"
"14979","estimar","vb",1,"A"
"14980","estimativa","adj",1,"A"
"14981","estimaveis","adj",1,"A"
"14982","estimavel","adj",1,"A"
"14983","estimulada","adj",0,"A"
"14984","estimuladas","adj",0,"A"
"14985","estimulado","adj",0,"A"
"14986","estimulados","adj",0,"A"
"14987","estimulante","adj",1,"M"
"14988","estimulantes","adj",1,"M"
"14989","estimulantes","adj",0,"A"
"14990","estimular","vb",1,"A"
"14991","estiolar","vb",1,"A"
"14992","estiolar-se","vb",0,"A"
"14993","estipendiar","vb",1,"A"
"14994","estipular","vb",0,"A"
"14995","estiracar","vb",0,"A"
"14996","estirada","adj",-1,"A"
"14997","estiradas","adj",-1,"A"
"14998","estirado","adj",-1,"A"
"14999","estirados","adj",-1,"A"
"15000","estirar","vb",-1,"A"
"15001","estivado","adj",1,"A"
"15002","estivar","vb",0,"A"
"15003","estocar","vb",-1,"A"
"15004","estofar","vb",1,"A"
"15005","estoica","adj",-1,"A"
"15006","estoicas","adj",-1,"A"
"15007","estoico","adj",-1,"A"
"15008","estoicos","adj",-1,"A"
"15009","estoirada","adj",-1,"A"
"15010","estoiradas","adj",-1,"A"
"15011","estoirado","adj",-1,"A"
"15012","estoirados","adj",-1,"A"
"15013","estoirar","vb",0,"A"
"15014","estoiraz","adj",1,"A"
"15015","estolido","adj",-1,"A"
"15016","estomagar","vb",-1,"A"
"15017","estonar","vb",0,"A"
"15018","estonteada","adj",-1,"A"
"15019","estonteadas","adj",-1,"A"
"15020","estonteado","adj",-1,"A"
"15021","estonteados","adj",-1,"A"
"15022","estonteante","adj",1,"M"
"15023","estonteantes","adj",1,"M"
"15024","estontecer","vb",1,"A"
"15025","estopar","vb",-1,"A"
"15026","estoquear","vb",-1,"A"
"15027","estorcer","vb",1,"A"
"15028","estorricar","vb",1,"A"
"15029","estorvar","vb",-1,"A"
"15030","estourada","adj",-1,"A"
"15031","estouradas","adj",-1,"A"
"15032","estourado","adj",-1,"A"
"15033","estourados","adj",-1,"A"
"15034","estourar","vb",0,"A"
"15035","estouraz","adj",1,"A"
"15036","estouvada","adj",-1,"A"
"15037","estouvadas","adj",-1,"A"
"15038","estouvado","adj",-1,"A"
"15039","estouvados","adj",-1,"A"
"15040","estouvanado","adj",-1,"A"
"15041","estrabar","vb",0,"A"
"15042","estrabica","adj",-1,"A"
"15043","estrabicas","adj",-1,"A"
"15044","estrabico","adj",-1,"A"
"15045","estrabicos","adj",-1,"A"
"15046","estracalhar","vb",1,"A"
"15047","estracalhar-se","vb",1,"A"
"15048","estracinhar","vb",1,"A"
"15049","estracoar","vb",1,"A"
"15050","estradear","vb",0,"A"
"15051","estragada","adj",-1,"A"
"15052","estragadas","adj",-1,"A"
"15053","estragado","adj",-1,"A"
"15054","estragador","adj",1,"A"
"15055","estragados","adj",-1,"A"
"15056","estragar","vb",0,"A"
"15057","estralar","vb",0,"A"
"15058","estrambolica","adj",-1,"A"
"15059","estrambolicas","adj",-1,"A"
"15060","estrambolico","adj",-1,"A"
"15061","estrambolicos","adj",-1,"A"
"15062","estrambotica","adj",-1,"A"
"15063","estramboticas","adj",1,"A"
"15064","estrambotico","adj",-1,"A"
"15065","estramboticos","adj",-1,"A"
"15066","estramontado","adj",1,"A"
"15067","estrangeira","adj",0,"M"
"15068","estrangeirada","adj",-1,"A"
"15069","estrangeiradas","adj",-1,"A"
"15070","estrangeirado","adj",-1,"A"
"15071","estrangeirados","adj",-1,"A"
"15072","estrangeiras","adj",0,"M"
"15073","estrangeiro","adj",0,"M"
"15074","estrangeiros","adj",0,"M"
"15075","estrangulada","adj",-1,"A"
"15076","estranguladas","adj",-1,"A"
"15077","estrangulado","adj",-1,"A"
"15078","estrangulados","adj",-1,"A"
"15079","estrangular","vb",-1,"A"
"15080","estranha","adj",0,"M"
"15081","estranhar","vb",0,"A"
"15082","estranhas","adj",0,"M"
"15083","estranhavel","adj",-1,"A"
"15084","estranho","adj",0,"M"
"15085","estranhos","adj",0,"M"
"15086","estrategica","adj",0,"M"
"15087","estrategicas","adj",0,"M"
"15088","estrategico","adj",0,"M"
"15089","estrategicos","adj",0,"M"
"15090","estravar","vb",0,"A"
"15091","estreante","adj",-1,"M"
"15092","estreantes","adj",-1,"M"
"15093","estrear","vb",0,"A"
"15094","estrecer-se","vb",1,"A"
"15095","estreita","adj",0,"M"
"15096","estreitar","vb",-1,"A"
"15097","estreitas","adj",0,"M"
"15098","estreito","adj",0,"M"
"15099","estreitos","adj",0,"M"
"15100","estrelado","adj",1,"A"
"15101","estrelante","adj",1,"A"
"15102","estrelar","vb",1,"A"
"15103","estremar","vb",0,"A"
"15104","estreme","adj",1,"A"
"15105","estremecer","vb",1,"A"
"15106","estremunhada","adj",-1,"A"
"15107","estremunhadas","adj",-1,"A"
"15108","estremunhado","adj",-1,"A"
"15109","estremunhados","adj",-1,"A"
"15110","estrenua","adj",1,"A"
"15111","estrenuas","adj",1,"A"
"15112","estrenuo","adj",1,"A"
"15113","estrenuo","adj",1,"A"
"15114","estrenuos","adj",1,"A"
"15115","estrepar","vb",0,"A"
"15116","estrepitar","vb",1,"A"
"15117","estrepitoso","adj",1,"A"
"15118","estriar","vb",0,"A"
"15119","estribada","adj",1,"A"
"15120","estribadas","adj",1,"A"
"15121","estribado","adj",1,"A"
"15122","estribados","adj",1,"A"
"15123","estribar-se","vb",1,"A"
"15124","estricar","vb",0,"A"
"15125","estricta","adj",1,"A"
"15126","estrictas","adj",1,"A"
"15127","estricto","adj",1,"A"
"15128","estrictos","adj",1,"A"
"15129","estridente","adj",-1,"A"
"15130","estridentes","adj",-1,"A"
"15131","estridoroso","adj",-1,"A"
"15132","estridulo","adj",-1,"A"
"15133","estriduloso","adj",-1,"A"
"15134","estrilar","vb",1,"A"
"15135","estrincar","vb",0,"A"
"15136","estringir","vb",-1,"A"
"15137","estrita","adj",-1,"A"
"15138","estritas","adj",-1,"A"
"15139","estrito","adj",-1,"A"
"15140","estritos","adj",-1,"A"
"15141","estrocar","vb",0,"A"
"15142","estroina","adj",-1,"A"
"15143","estroina","adj",1,"A"
"15144","estroinar","vb",0,"A"
"15145","estroinas","adj",-1,"A"
"15146","estrompar","vb",-1,"A"
"15147","estroncar","vb",1,"A"
"15148","estrondar","vb",0,"A"
"15149","estrondear","vb",0,"A"
"15150","estrondosa","adj",1,"M"
"15151","estrondosas","adj",1,"M"
"15152","estrondoso","adj",1,"M"
"15153","estrondosos","adj",1,"M"
"15154","estropiada","adj",-1,"A"
"15155","estropiadas","adj",-1,"A"
"15156","estropiado","adj",-1,"A"
"15157","estropiados","adj",-1,"A"
"15158","estropiar","vb",-1,"A"
"15159","estrotejar","vb",1,"A"
"15160","estrugir","vb",0,"A"
"15161","estruir","vb",-1,"A"
"15162","estruturada","adj",0,"A"
"15163","estruturadas","adj",0,"A"
"15164","estruturado","adj",0,"A"
"15165","estruturados","adj",0,"A"
"15166","estruturar","vb",1,"A"
"15167","estruturar-se","vb",1,"A"
"15168","estudada","adj",0,"A"
"15169","estudadas","adj",0,"A"
"15170","estudado","adj",0,"A"
"15171","estudados","adj",0,"A"
"15172","estudantil","adj",0,"M"
"15173","estudantis","adj",0,"M"
"15174","estudar","vb",0,"A"
"15175","estudiosa","adj",1,"A"
"15176","estudiosas","adj",1,"A"
"15177","estudioso","adj",1,"A"
"15178","estudiosos","adj",1,"A"
"15179","estufar","vb",1,"A"
"15180","estugar","vb",0,"A"
"15181","estulta","adj",-1,"A"
"15182","estultas","adj",-1,"A"
"15183","estulto","adj",-1,"A"
"15184","estultos","adj",-1,"A"
"15185","estumar","vb",0,"A"
"15186","estupefaciente","adj",-1,"A"
"15187","estupefacientes","adj",-1,"A"
"15188","estupefacta","adj",-1,"A"
"15189","estupefactas","adj",-1,"A"
"15190","estupefacto","adj",-1,"A"
"15191","estupefactos","adj",-1,"A"
"15192","estupefata","adj",-1,"A"
"15193","estupefatas","adj",-1,"A"
"15194","estupefato","adj",-1,"A"
"15195","estupefatos","adj",-1,"A"
"15196","estupefazer","vb",0,"A"
"15197","estupeficar","vb",0,"A"
"15198","estupenda","adj",1,"A"
"15199","estupendas","adj",1,"A"
"15200","estupendo","adj",1,"M"
"15201","estupendos","adj",1,"A"
"15202","estupida","adj",-1,"M"
"15203","estupidas","adj",-1,"M"
"15204","estupido","adj",-1,"M"
"15205","estupidos","adj",-1,"M"
"15206","estuporada","adj",-1,"A"
"15207","estuporadas","adj",-1,"A"
"15208","estuporado","adj",-1,"A"
"15209","estuporados","adj",-1,"A"
"15210","estuporar","vb",0,"A"
"15211","estuprada","adj",-1,"A"
"15212","estupradas","adj",-1,"A"
"15213","estuprado","adj",-1,"A"
"15214","estuprados","adj",-1,"A"
"15215","esturdio","adj",1,"A"
"15216","esturrar","vb",0,"A"
"15217","esvaecer","vb",1,"A"
"15218","esvair-se","vb",1,"A"
"15219","esvanecer","vb",1,"A"
"15220","esvanecer-se","vb",1,"A"
"15221","esvazar","vb",-1,"A"
"15222","esvaziada","adj",-1,"A"
"15223","esvaziadas","adj",-1,"A"
"15224","esvaziado","adj",-1,"A"
"15225","esvaziados","adj",-1,"A"
"15226","esvaziar","vb",-1,"A"
"15227","eterea","adj",1,"A"
"15228","etereas","adj",1,"A"
"15229","etereo","adj",1,"A"
"15230","etereos","adj",1,"A"
"15231","eterna","adj",1,"M"
