,0
689,-0.6
690,0.0
691,0.8
692,0.0
693,0.0
694,0.0
695,0.7500000000000001
696,0.8
697,1.0
698,0.85
699,0.35
700,0.5
701,0.5
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.5
708,0.0
709,1.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.8
718,0.0
719,0.0
720,0.28055555555555556
721,0.0
722,0.0
723,0.0
724,0.2
725,-0.75
726,0.0
727,0.5
728,0.3193452380952381
729,0.0
730,-0.25
731,0.0
732,-0.05000000000000002
733,0.6
734,0.0
735,0.5
736,0.2708333333333333
737,0.0
738,0.0
739,-0.05000000000000002
740,0.37878787878787873
741,0.85
742,0.0
743,0.0
744,0.0
745,0.25
746,0.2
747,0.0
748,0.2694638694638694
749,-0.2
750,0.0
751,-0.5
752,-0.5
753,0.2
754,0.4875
755,0.0
756,0.0
757,-0.6
758,-0.2
759,0.2857142857142857
760,0.15
761,0.39999999999999997
762,0.78125
763,-0.3
764,0.375
765,0.0
766,0.8
767,0.0
768,0.0
769,0.0
770,0.0
771,0.4
772,0.0
773,0.16
774,0.08333333333333333
775,0.5
776,-0.15555555555555559
777,0.4
778,0.175
779,0.425
780,0.5
781,0.5
782,1.0
783,-0.15555555555555559
784,0.13636363636363635
785,0.0
786,0.26666666666666666
787,0.0
788,0.0
789,1.0
790,0.0
791,0.3
792,0.8
793,0.0
794,0.5
795,-0.8
796,0.0
797,0.0
798,0.78125
799,0.0
800,0.0
801,0.375
802,0.35727272727272724
803,0.125
804,0.15
805,0.0
806,0.75
807,0.6
808,0.0
809,0.0
810,-0.625
811,0.0
812,-0.04999999999999993
813,-0.5
814,0.2705357142857143
815,-0.8749999999999998
816,0.04285714285714287
817,0.0
818,0.0
819,0.6
820,0.5
821,1.0
822,-1.850371707708594e-17
823,0.30000000000000004
824,0.5
825,0.75
826,0.012121212121212163
827,0.6
828,-0.053571428571428575
829,0.0
830,0.25
831,0.7
832,0.0
833,0.0
834,1.0
835,0.0
836,0.0
837,-0.6
838,0.0
839,0.0
840,-0.08333333333333333
841,0.0
842,0.0
843,0.3666666666666667
844,0.5166666666666667
845,0.0
846,0.0
847,0.6
848,0.8
849,1.0
850,0.7
851,-0.24999999999999992
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.08333333333333333
858,0.18
859,0.55
860,0.06818181818181818
861,0.0
862,0.375
863,0.0
864,0.0
865,0.0
866,-0.2
867,0.0
868,0.0
869,0.0
870,0.6
871,-0.3125
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,1.0
880,0.0
881,0.8
882,0.4
883,0.0
884,0.0
885,0.0
886,0.6
887,0.0
888,0.0
889,0.20833333333333331
890,0.0
891,0.0
892,0.3
893,-0.06666666666666665
894,-0.06666666666666665
895,0.0
896,0.0
897,0.0
898,0.0
899,1.0
900,0.2
901,0.15059862012987013
902,-0.05
903,0.6
904,-0.028124999999999997
905,0.0
906,0.0
907,0.0
908,0.375
909,0.12857142857142856
910,0.5
911,0.0
912,0.3125
913,0.0
914,0.25
915,-0.2
916,0.0
917,0.10555555555555557
918,0.5
919,0.0
920,0.2
921,-0.05
922,0.0
923,0.3499999999999999
924,0.0
925,-0.2
926,0.0
927,0.08
928,0.35
929,0.35
930,-0.24166666666666667
931,0.0
932,0.1953125
933,-0.1
934,0.5
935,0.25
936,0.305
937,0.425
938,0.32222222222222224
939,-0.24166666666666664
940,0.5
941,0.0
942,0.6
943,0.05
944,0.55
945,0.35357142857142854
946,0.27499999999999997
947,0.6000000000000001
948,0.6
949,0.0
950,0.6
951,-0.1
952,-1.0
953,0.0
954,0.0
955,0.6
956,-0.1523809523809524
957,0.0
958,0.0
959,0.0
960,-0.05
961,0.4000000000000001
962,0.0
963,0.09999999999999999
964,0.0
965,0.0
966,0.4000000000000001
967,0.0
968,0.0
969,0.0
970,0.35
971,0.5
972,0.3
973,0.8
974,0.0
975,0.8500000000000001
976,0.5200000000000001
977,0.0
978,0.75
979,0.0
980,-0.04999999999999999
981,0.25
982,0.0
983,0.1
984,0.8
985,0.5666666666666668
986,0.8
987,0.5
988,0.25
989,0.0
990,0.0
991,0.7500000000000001
992,0.0
993,0.0
994,0.0
995,0.0
996,0.25
997,0.34166666666666673
998,0.15
999,0.0
1000,0.575
1001,0.0
1002,0.175
1003,-0.2
1004,0.6
1005,0.0
1006,0.0
1007,0.4666666666666666
1008,0.0
1009,0.3333333333333333
1010,0.0
1011,0.0
1012,-0.125
1013,0.225
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.5
1019,0.0
1020,-0.5333333333333333
1021,-0.045
1022,0.0
1023,0.0
1024,-0.31666666666666665
1025,0.0
1026,0.37797619047619047
1027,0.5
1028,-0.1
1029,0.05000000000000002
1030,0.0
1031,0.0
1032,0.024999999999999994
1033,0.0
1034,0.0
1035,0.8
1036,0.52
1037,0.5
1038,0.4125
1039,1.0
1040,0.4666666666666666
1041,0.39999999999999997
1042,0.35
1043,0.1925
1044,0.65
1045,0.0
1046,0.05
1047,0.0
1048,0.0
1049,-0.44999999999999996
1050,0.05
1051,-0.375
1052,0.2
1053,0.49375
1054,0.203125
1055,-0.041666666666666664
1056,0.78125
1057,0.0
1058,0.5
1059,0.0
1060,0.5803571428571428
1061,0.0
1062,0.0
1063,0.0
1064,0.5
1065,0.0
1066,0.0
1067,0.0
1068,0.30000000000000004
1069,0.0
1070,0.0
1071,0.2
1072,0.0
1073,0.0
1074,0.0
1075,-0.2916666666666667
1076,0.25
1077,0.5
1078,0.0
1079,0.0
1080,0.0
1081,-0.1
1082,0.0
1083,0.5
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.5
1089,0.0
1090,0.0
1091,-0.5
1092,0.5
1093,0.33333333333333337
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.6
1099,0.12857142857142856
1100,1.0
1101,0.0
1102,0.0
1103,0.15138888888888888
1104,0.0
1105,0.75
1106,0.25
1107,0.2
1108,-0.8
1109,0.25
1110,0.0
1111,0.0
1112,-0.1875
1113,0.0
1114,0.0
1115,0.0873015873015873
1116,1.0
1117,0.0
1118,0.0
1119,0.0
1120,0.15
1121,-0.28
1122,0.5777777777777778
1123,0.0
1124,0.4
1125,0.0
1126,0.0
1127,0.0
1128,-0.8
1129,0.15833333333333333
1130,0.0
1131,0.013888888888888895
1132,0.1
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,-0.07142857142857142
1139,0.0
1140,0.3333333333333333
1141,0.0
1142,0.17447916666666669
1143,0.0
1144,0.3
1145,-0.8928571428571429
1146,0.0
1147,0.0
1148,0.3
1149,-0.75
1150,-0.16666666666666666
1151,0.0
1152,0.0
1153,0.04166666666666667
1154,0.0
1155,0.0
1156,0.234375
1157,-0.5
1158,-0.475
1159,0.0
1160,-0.3797743055555556
1161,-0.6
1162,0.2
1163,0.25
1164,0.7
1165,0.6
1166,0.0
1167,-0.5
1168,0.8
1169,0.0
1170,0.0
1171,0.5
1172,-0.65
1173,0.5
1174,-0.7
1175,0.0
1176,0.0
1177,0.35
1178,-0.55
1179,0.11249999999999999
1180,0.35
1181,0.0
1182,-0.25
1183,0.0
1184,-0.46875
1185,-0.3
1186,0.0
1187,0.35
1188,0.0
1189,0.0
1190,-0.2
1191,0.0625
1192,0.05
1193,0.0
1194,0.0
1195,0.0
1196,-0.5
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.375
1202,-0.06666666666666667
1203,0.0
1204,0.019444444444444438
1205,-0.25999999999999995
1206,0.8
1207,0.0
1208,0.0018518518518518515
1209,0.0
1210,-0.2
1211,0.0
1212,0.0
1213,-0.056250000000000015
1214,-0.05625
1215,0.0
1216,0.0
1217,0.5
1218,-0.08316326530612246
1219,-0.3499999999999999
1220,0.625
1221,0.15
1222,0.35
1223,0.25
1224,-0.24375000000000002
1225,0.2
1226,0.3125
1227,-0.38181818181818183
1228,-0.10703125000000002
1229,0.0
1230,0.375
1231,-0.2596590909090909
1232,0.14285714285714285
1233,-0.55
1234,-0.9270833333333334
1235,-1.850371707708594e-17
1236,0.0
1237,0.09559483726150392
1238,-0.0921875
1239,0.0
1240,0.6000000000000001
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.2
1246,0.0
1247,-0.1
1248,0.0
1249,0.0
1250,-0.5
1251,0.4
1252,0.0
1253,-0.1
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.15000000000000002
1263,0.0
1264,0.0
1265,0.3
1266,0.0
1267,0.0
1268,0.0
1269,0.049999999999999996
1270,0.4
1271,0.25833333333333336
1272,0.4375
1273,0.0
1274,0.0
1275,0.0
1276,0.43333333333333335
1277,0.6
1278,0.7
1279,-0.3333333333333333
1280,0.0
1281,0.0
1282,0.0
1283,0.08944444444444447
1284,-0.1
1285,0.0
1286,0.44999999999999996
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.4
1297,0.0
1298,0.029999999999999992
1299,0.15000000000000005
1300,0.0
1301,1.0
1302,0.0
1303,0.0
1304,0.0
1305,0.6000000000000001
1306,-0.5
1307,0.375
1308,0.2240515014086444
1309,0.0
1310,0.18714285714285714
1311,-0.09999999999999999
1312,0.7
1313,-0.23842773437500003
1314,0.35833333333333334
1315,0.6000000000000001
1316,0.23299999999999998
1317,0.5333333333333333
1318,0.0
1319,0.2
1320,0.0
1321,0.0
1322,0.0
1323,0.12455357142857143
1324,-0.11523809523809522
1325,0.425
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.5
1331,0.28933982683982684
1332,0.8
1333,0.0
1334,0.0
1335,0.15625
1336,0.08690476190476189
1337,0.65
1338,0.6
1339,0.0
1340,0.6366666666666666
1341,0.35
1342,-0.07142857142857142
1343,0.8
1344,0.8
1345,1.0
1346,0.8
1347,0.10833333333333334
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.9125
1355,-0.16666666666666666
1356,0.8
1357,-0.019047619047619042
1358,0.0
1359,0.0
1360,0.18333333333333335
1361,0.0
1362,0.4
1363,0.5
1364,0.3
1365,0.39285714285714285
1366,-0.5166666666666667
1367,0.5
1368,0.3444444444444444
1369,0.75
1370,0.5
1371,-1.0
1372,0.35
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,-0.4
1385,0.0
1386,0.0
1387,0.9
1388,0.125
1389,0.0
1390,0.0
1391,-1.0
1392,0.3
1393,0.0
1394,0.4
1395,0.0
1396,0.0
1397,0.6
1398,0.15625
1399,0.0
1400,0.7
1401,0.0
1402,0.0
1403,0.5
1404,0.0
1405,0.0
1406,0.009375000000000022
1407,0.5
1408,0.0
1409,0.35
1410,-0.5
1411,0.0
1412,0.0
1413,0.7
1414,0.0
1415,0.0
1416,0.6
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,-0.625
1423,0.1
1424,0.0
1425,0.0
1426,1.0
1427,0.0
1428,0.4
1429,0.4375
1430,0.16666666666666666
1431,-0.0625
1432,0.0
1433,0.22000000000000003
1434,0.0
1435,0.30333333333333334
1436,0.45
1437,0.5
1438,0.16818181818181818
1439,0.0
1440,0.8
1441,-0.4
1442,0.041666666666666664
1443,0.25
1444,0.27416666666666667
1445,0.05
1446,0.033333333333333326
1447,0.1
1448,0.20252976190476188
1449,0.5
1450,-0.24999999999999997
1451,0.4375
1452,-0.16749999999999998
1453,0.17222222222222222
1454,0.14204545454545453
1455,0.25757575757575757
1456,0.0
1457,0.5
1458,0.0
1459,-0.3166666666666667
1460,0.4681818181818182
1461,0.25
1462,-0.4374999999999999
1463,0.0
1464,0.7
1465,0.0
1466,0.0
1467,0.0
1468,0.1375
1469,-0.08333333333333333
1470,0.0
1471,-0.1953125
1472,0.5
1473,0.3181818181818182
1474,-0.020833333333333343
1475,0.425
1476,0.4966517857142857
1477,0.640625
1478,0.14583333333333334
1479,-0.0875
1480,0.0
1481,0.3181818181818182
1482,-0.5
1483,0.0
1484,0.0
1485,0.21212121212121213
1486,-0.7999999999999999
1487,0.0
1488,0.2
1489,0.1
1490,0.0
1491,0.0
1492,0.0
1493,-0.4
1494,-0.13999999999999999
1495,0.0
1496,0.1
1497,0.17499999999999996
1498,0.2
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,-0.29583333333333334
1505,0.0
1506,0.26
1507,0.39999999999999997
1508,0.35833333333333334
1509,0.0
1510,0.0
1511,-0.1685185185185185
1512,0.0
1513,0.0
1514,-0.8
1515,0.0
1516,-0.4
1517,0.1
1518,0.0
1519,0.8
1520,0.621875
1521,0.13636363636363635
1522,-0.3333333333333333
1523,0.0
1524,0.0
1525,0.875
1526,0.0
1527,0.6611979166666667
1528,0.0
1529,0.0
1530,0.0
1531,0.15000000000000002
1532,0.0
1533,0.2
1534,0.6
1535,0.0
1536,0.16666666666666666
1537,0.8
1538,0.8203125
1539,0.65
1540,0.5
1541,0.11124999999999999
1542,0.0
1543,0.625
1544,0.0
1545,0.2
1546,0.4454545454545455
1547,0.6
1548,0.13636363636363635
1549,0.0
1550,-0.5
1551,-0.4
1552,0.20952380952380953
1553,0.0
1554,0.2857142857142857
1555,0.0
1556,0.5
1557,0.6666666666666666
1558,0.0
1559,0.0
1560,0.2
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,-0.30000000000000004
1568,0.7
1569,0.0
1570,0.0
1571,0.15625
1572,0.5
1573,0.0
1574,0.0
1575,0.08333333333333334
1576,0.0
1577,0.4166666666666667
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.6
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,-0.5
1589,0.4375
1590,0.0
1591,0.5
1592,0.0
1593,0.0
1594,-0.4
1595,0.4375
1596,0.0
1597,0.08333333333333333
1598,-0.075
1599,0.0
1600,1.0
1601,0.8
1602,0.43333333333333335
1603,0.35833333333333334
1604,1.0
1605,0.0
1606,-0.2
1607,0.0
1608,0.0
1609,0.3
1610,0.13636363636363635
1611,0.55
1612,-0.4
1613,0.4
1614,-0.08
1615,-0.05
1616,0.25
1617,-0.1413888888888889
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.2
1625,0.0
1626,-0.07500000000000001
1627,0.0
1628,0.2375
1629,0.0
1630,0.0
1631,-0.75
1632,0.0
1633,0.5
1634,1.0
1635,0.0
1636,0.4
1637,0.21428571428571427
1638,-0.8
1639,0.7583333333333333
1640,1.0
1641,0.0
1642,0.1
1643,0.6
1644,0.8
1645,0.08333333333333333
1646,-0.2520833333333333
1647,0.515625
1648,-0.25
1649,0.18888888888888888
1650,-0.7999999999999999
1651,0.0
1652,0.5
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,-0.5
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.8
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.4166666666666667
1674,-0.3125
1675,-0.5
1676,0.0
1677,0.0
1678,0.0
1679,1.0
1680,0.0
1681,0.25
1682,0.0
1683,-0.7
1684,0.7
1685,0.0
1686,0.13636363636363635
1687,-0.1333333333333334
1688,0.0
1689,-0.2222222222222222
1690,-0.0625
1691,0.0
1692,0.0
1693,-0.4
1694,0.0
1695,0.037500000000000006
1696,0.55
1697,-0.5
1698,0.3806818181818182
1699,0.0
1700,0.0
1701,0.0
1702,-0.19999999999999998
1703,-0.25
1704,0.0
1705,0.0
1706,0.0
1707,0.5
1708,-0.25
1709,-0.20833333333333331
1710,0.0
1711,0.0
1712,-0.04999999999999996
1713,0.0
1714,0.0
1715,-0.6
1716,-0.29999999999999993
1717,0.21875
1718,-0.6
1719,0.25
1720,-0.1
1721,-0.016666666666666646
1722,0.0
1723,-0.05
1724,-0.5333333333333333
1725,0.1
1726,0.0
1727,-0.4
1728,0.0
1729,-0.6
1730,0.0
1731,0.06666666666666667
1732,-0.10000000000000002
1733,0.0
1734,0.0
1735,0.6
1736,0.28500000000000003
1737,-0.5
1738,-0.6
1739,0.08333333333333333
1740,0.2
1741,0.0
1742,0.0
1743,0.4
1744,0.0
1745,0.7
1746,-0.6
1747,0.0
1748,0.0
1749,0.35
1750,0.4
1751,-0.3333333333333333
1752,0.0
1753,0.0
1754,0.0
1755,0.25
1756,0.3025
1757,-0.3
1758,0.27777777777777773
1759,0.6
1760,0.8
1761,0.4
1762,-0.3111111111111111
1763,0.0
1764,-0.15
1765,0.012121212121212125
1766,-0.4
1767,-0.5
1768,-0.35
1769,-0.5
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.8
1777,0.0
1778,0.0
1779,0.775
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.6
1786,0.09999999999999998
1787,0.0
1788,0.0
1789,-0.55
1790,0.15000000000000002
1791,0.0
1792,0.8
1793,0.0
1794,-0.6
1795,0.0
1796,0.5
1797,-0.3
1798,0.0
1799,0.0
1800,-0.08333333333333333
1801,-0.3333333333333333
1802,0.0
1803,0.0
1804,-0.75
1805,-0.2916666666666667
1806,0.15000000000000002
1807,0.0
1808,0.0
1809,0.0
1810,0.05
1811,0.19833333333333333
1812,0.0
1813,0.0
